frontpage,news,tech,local,opinion,on_air,misc,weather,msn_news,health,living,business,msn_sports,sports,summary,bbs,travel
8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
6,1,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0
7,3,0,5,1,0,0,0,0,0,1,0,0,0,3,0,0
3,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0
0,1,2,0,1,1,2,0,0,0,1,1,0,0,0,0,2
0,2,0,0,0,1,0,4,0,1,0,0,0,0,0,0,2
3,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0
5,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0
7,1,0,0,3,1,1,0,0,1,1,0,0,0,2,0,0
4,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0
6,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,0,1,5,0,1,4,0,1,0,0,0,0,0,0,0,0
5,2,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
1,1,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1
8,2,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0
3,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
2,2,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0
2,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0
1,2,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0
5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
3,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0,1,0,0,0,1,1,1,0,2,0,0,0
0,2,0,6,0,0,4,0,1,0,0,0,0,0,0,0,0
4,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0
6,3,0,1,0,0,1,0,0,0,0,6,0,2,0,0,0
4,0,0,1,0,0,4,0,0,0,0,0,0,4,0,0,0
4,1,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0
2,2,2,1,0,1,1,0,2,0,0,2,0,0,0,0,0
13,2,0,4,1,0,1,3,1,0,1,1,0,2,0,0,1
0,0,1,0,0,4,4,0,0,0,0,0,0,0,1,0,0
4,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
2,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0
7,0,0,0,0,1,0,0,0,2,1,2,0,0,1,0,0
0,0,0,0,1,0,1,0,0,0,0,0,3,4,0,3,0
0,1,0,1,0,2,2,0,0,0,0,0,0,0,3,0,0
0,0,0,1,0,0,3,0,5,0,0,0,0,0,0,0,0
4,1,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0
0,1,1,1,0,0,2,0,4,0,0,0,0,0,0,0,0
0,0,1,0,0,4,3,0,1,0,1,0,0,0,0,0,0
9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2,0,0,3,0,0,2,1,1,0,0,0,0,0,0,0,0
14,1,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0
9,3,2,2,1,1,1,0,0,0,0,2,0,0,0,0,0
4,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0
9,2,2,0,1,2,1,0,0,2,0,3,0,0,0,0,0
5,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0
0,1,0,0,1,0,0,3,1,1,0,1,0,2,0,0,0
0,0,0,0,1,4,2,0,0,1,0,0,0,0,1,0,0
11,3,1,2,0,0,0,0,0,0,2,1,0,3,0,0,0
0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0
5,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,1,4,0,0,4,2,0,0,4,2,0,0,0,0,0,0
3,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0
4,2,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0
7,0,0,0,0,0,2,3,0,0,1,0,0,4,0,0,0
18,3,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0
5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0
5,3,0,2,1,2,0,0,0,1,1,0,0,0,0,0,0
0,0,3,1,0,0,0,0,0,0,1,0,0,0,6,0,0
2,0,0,2,0,0,3,0,1,0,0,0,2,0,0,0,0
0,1,1,0,0,1,2,4,1,1,1,1,1,2,0,0,0
2,1,0,0,0,4,2,0,0,2,0,0,0,0,1,0,0
4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,2,1,1,0,0,0,0,0,4,0,2,0,1,0,0,0
3,2,0,1,0,2,3,0,5,0,0,0,0,0,0,0,1
7,3,1,0,0,0,0,0,0,0,1,2,0,1,3,0,0
2,2,0,4,0,1,1,0,0,0,0,0,0,1,0,0,0
1,2,0,2,2,0,1,0,0,2,0,0,0,0,4,0,0
0,0,0,9,0,0,10,0,3,0,0,0,0,0,0,0,0
0,0,1,1,0,2,0,0,1,0,0,0,3,2,0,0,0
12,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0
3,0,0,0,0,0,1,0,2,0,0,0,2,2,0,0,0
0,0,0,4,0,0,0,1,5,0,0,0,0,0,0,0,0
0,1,1,2,1,1,2,1,0,0,0,0,0,0,3,0,0
2,3,0,1,2,0,2,1,0,0,0,0,4,2,0,0,0
0,1,0,0,0,1,2,0,4,1,0,0,0,0,0,0,0
3,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,2,2,2,1,1,0,0,2,0,0,0,0
0,0,1,0,0,4,3,0,2,0,0,0,0,0,0,0,0
4,0,0,2,0,0,0,0,0,6,0,1,0,0,0,0,0
0,0,0,4,0,1,3,1,1,0,0,0,1,2,0,0,0
7,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
6,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0
7,1,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0
2,0,0,9,0,0,7,0,0,0,1,0,0,0,0,0,0
4,0,0,1,0,0,1,0,0,1,0,0,0,3,0,0,0
3,3,2,0,0,0,0,0,0,0,2,3,0,1,0,0,0
9,1,1,0,0,4,0,1,0,1,0,0,0,0,0,0,0
0,1,0,0,2,1,0,1,6,0,0,0,0,0,0,0,0
5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,1,0,6,0,2,2,0,0,0,0,0,0,0,1,10,0
5,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0
0,0,1,1,0,3,2,0,1,0,0,1,0,1,1,0,0
2,1,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0
0,0,0,3,0,0,2,0,3,0,1,0,0,0,0,0,0
5,1,0,0,3,0,0,0,0,0,1,3,0,0,1,0,0
4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
4,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,3,0,0,3,0,1,0,0,0,0,1,0,0,0
5,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0
6,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0
4,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,4,0,1,4,0,1,0,0,0,0,0,0,0,0
1,1,0,1,0,3,1,0,0,0,3,0,0,0,0,0,0
0,3,2,3,0,1,1,0,0,0,1,0,0,0,0,0,0
2,2,0,0,0,1,0,0,0,2,1,0,0,0,2,0,0
1,3,0,1,0,2,0,0,0,2,3,1,0,0,0,0,1
5,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3,1,2,0,0,0,0,0,0,2,0,1,0,1,0,0,0
4,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,4,3,0,1,0,0,0,4,2,0,0,0
1,2,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0
3,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0
4,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
4,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
6,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,1,0,1,0,0,1,0,0,0,4,0,0,0,0,0,2
4,3,3,1,0,0,0,0,0,2,1,0,0,0,2,0,0
4,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0
3,1,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0
3,1,0,0,0,0,3,0,1,0,0,0,1,4,0,0,0
2,3,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0
7,5,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
13,5,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1
8,0,0,0,5,0,0,0,0,1,2,0,0,0,0,0,0
3,1,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0
0,2,2,0,0,1,0,1,6,1,2,1,0,0,0,0,0
2,0,0,2,0,0,1,0,1,0,0,0,1,4,0,0,0
0,0,1,0,2,0,0,0,0,3,1,0,0,0,7,0,0
1,3,0,0,0,2,2,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,3,2,0,2,0,0,1,2,0,0,0,0
4,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0
1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0
5,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,5,4,0,1,1,1,1,0,1,1,1,0,1,2,0,0
5,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
6,0,0,1,0,0,2,0,0,0,0,0,0,3,1,0,0
5,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0
7,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6,1,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0
4,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7,1,0,1,0,0,1,0,0,0,1,1,0,0,0,4,0
0,0,0,0,0,4,1,0,3,1,0,0,0,0,0,0,0
0,1,0,2,0,0,1,1,1,0,0,0,3,0,0,0,0
0,2,0,1,0,2,0,0,1,1,0,1,0,1,0,0,0
0,0,0,4,0,0,5,0,2,0,0,0,0,0,0,0,0
3,0,0,2,0,0,2,1,1,0,0,0,1,0,0,0,0
4,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
3,3,0,2,0,1,0,0,0,0,1,1,0,0,0,0,2
4,0,0,0,0,0,6,0,3,0,0,0,0,1,0,0,0
3,0,0,6,0,1,6,0,3,0,0,0,0,0,0,0,0
4,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0
10,1,0,0,0,0,0,0,0,2,0,1,0,6,0,0,0
2,0,0,11,1,0,10,0,1,0,0,0,0,0,0,0,0
2,0,0,2,0,0,2,0,0,2,0,0,0,1,0,0,0
0,0,1,0,0,3,2,0,2,0,0,0,0,0,1,0,0
0,0,0,0,4,3,2,0,0,0,3,0,0,0,5,0,0
6,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,2,3,0,0,3,0,1,0,0,0
1,0,0,1,0,2,2,0,1,1,1,0,0,1,0,0,0
5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,2,0,2,2,0,0,1,0,0,0,0,0,0,0
0,0,0,2,0,3,0,0,0,1,1,1,0,2,0,0,0
7,3,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0
1,0,0,3,0,0,3,1,0,0,0,0,1,0,0,0,0
0,0,0,1,0,3,2,0,3,0,1,2,0,0,0,0,0
0,0,3,1,0,2,0,0,0,2,1,2,0,1,0,0,0
0,0,0,3,0,0,3,0,2,0,0,0,1,0,0,0,0
0,2,0,2,0,0,3,0,0,1,0,0,0,1,1,0,0
0,0,0,0,0,3,2,0,0,0,0,0,22,22,0,0,0
8,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,5,3,0,0,0,0,0,0,0,1,0,0
6,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0
1,1,0,0,2,4,1,0,2,0,0,0,1,1,2,0,0
1,1,0,4,0,1,4,0,0,0,0,0,2,1,0,0,0
2,0,1,2,0,0,1,0,0,2,0,1,0,0,0,0,0
5,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1
5,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0
2,1,0,1,0,4,4,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,0,0,5,1,1,0,0,0
4,1,0,1,0,0,1,0,0,3,0,3,0,0,0,0,0
5,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
3,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2,0,1,1,0,0,2,1,0,0,1,0,0,1,0,0,0
6,0,0,0,0,0,5,0,5,0,1,2,0,0,0,0,0
7,1,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0
4,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
5,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0
8,2,2,1,0,1,0,0,0,0,2,2,0,1,0,0,0
6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
3,1,0,2,1,0,0,0,1,0,2,1,0,2,0,0,0
2,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1
5,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0
0,2,0,6,0,0,4,2,0,0,0,0,0,0,0,0,0
0,1,0,0,0,2,0,3,3,0,0,0,2,0,0,0,0
0,1,0,1,2,3,2,0,0,0,1,0,0,0,3,0,0
0,2,0,2,0,0,1,0,0,1,0,1,0,2,0,0,0
3,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,1,1,0,0,4,2,0,0,1,0,0,0,0,0,0,0
3,6,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0
6,3,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0
3,2,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0
3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,2,0,0,0,2,0,2,0,0,0,5,3,0,0,0
4,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1
7,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0
0,0,0,2,0,0,1,0,2,0,0,0,3,1,0,0,0
2,8,1,0,1,2,0,0,0,1,1,1,0,1,11,0,0
3,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7,0,1,0,0,0,0,0,0,1,1,1,0,5,0,0,0
3,1,0,2,0,0,1,0,6,0,0,0,4,2,0,0,0
8,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
4,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0
0,1,0,0,0,2,0,0,0,1,1,0,0,0,5,0,0
5,0,0,3,0,1,2,0,0,0,0,0,0,2,0,0,0
1,0,0,25,0,0,25,0,1,0,0,0,0,0,0,0,0
1,1,0,2,0,0,2,2,3,0,0,0,0,0,1,0,0
4,4,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0
2,1,0,2,0,0,1,0,2,0,1,3,0,0,0,0,1
6,2,0,0,1,3,1,0,0,0,1,2,0,4,0,0,0
5,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0
3,0,1,34,1,0,33,0,3,0,1,0,0,0,0,0,0
6,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0
3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,6,0,2,6,0,0,0,0,0,0,0,0,0,0
8,1,2,0,0,3,0,2,0,0,0,5,0,1,0,0,2
0,1,0,0,0,0,3,1,0,6,1,0,0,0,0,0,0
4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
10,1,0,1,0,0,0,0,0,0,1,4,0,1,0,0,1
4,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
3,1,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0
5,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,2,0,0,2,0,2,0,1,0,0,1,0,0,0
0,0,0,1,2,3,2,0,1,0,0,1,1,1,0,0,0
0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0
5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0
7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0
10,0,1,1,0,0,0,0,0,4,0,0,0,1,0,0,2
1,5,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0
4,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
7,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
4,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0
10,3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,1,1,0,1,0,0,0,0,1,2,0,0,0,0,1
5,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,0,2,0,0,2,1,0,0,0,0,0,1,0,0,0
1,4,1,1,0,1,1,0,0,1,0,1,0,0,0,0,2
5,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,1,0,2,0,0,0,0,1,0,0,3,0,0,0
4,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3,1,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0
6,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4,1,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0
5,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
33,0,0,0,0,12,17,0,0,0,3,0,0,2,0,0,0
4,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2
2,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0
7,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0
0,2,0,0,0,0,0,1,0,1,1,4,0,1,0,0,0
6,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2
6,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0
5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
1,1,0,3,0,0,2,1,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,4,3,0,0,2,1,0,0,0
2,2,0,4,0,0,3,0,0,0,0,0,0,0,0,0,1
4,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
3,4,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0
0,2,0,0,0,2,0,3,2,0,0,0,1,0,1,0,0
5,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0
4,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0
6,2,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0
0,8,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0
4,0,0,1,1,0,3,0,0,0,0,0,2,2,0,0,0
5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
6,2,1,0,0,1,0,0,0,1,1,6,0,1,0,0,0
6,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3,4,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0
4,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0
5,2,0,1,0,1,2,0,3,0,0,0,1,0,0,0,0
1,0,0,2,1,2,1,1,2,0,0,0,0,0,0,0,0
5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,0,2,0,0,2,0,0,1,0,1,0,0,0,0,0
2,2,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0
5,3,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0
2,0,0,1,0,2,1,0,2,0,0,1,0,1,0,0,0
4,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2,3,1,1,0,1,0,0,0,2,1,1,0,0,0,0,0
2,3,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
6,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
4,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
4,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0
0,0,0,0,2,0,0,0,5,1,0,0,1,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
4,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0
2,0,0,0,0,4,4,0,0,1,0,0,0,0,0,0,0
5,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0
2,2,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0
7,3,0,42,0,0,41,0,0,0,0,0,0,0,0,0,0
5,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
5,3,2,0,0,7,0,0,0,4,2,0,0,0,3,1,0
2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3
1,1,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1
4,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,2
4,3,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0
6,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0
2,6,0,0,2,3,1,0,0,0,2,1,0,0,0,0,0
2,2,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0
0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0
3,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0
5,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,1,3,2,0,0,0,0,0,0,0,0,0
7,1,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0
7,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,2,0,0,2,0,2,0,2,0,0,0,0,0,1
0,1,2,3,1,2,1,0,0,0,1,0,0,0,0,0,0
0,4,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1
1,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0
2,1,0,1,0,0,0,0,0,2,0,2,0,2,2,0,0
0,3,0,5,0,3,2,2,0,0,0,0,0,0,0,0,0
8,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0
8,2,0,0,1,0,0,0,0,0,0,1,1,2,0,0,1
0,0,0,2,0,0,3,1,4,0,0,0,0,1,0,0,0
0,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0
5,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,5,2,0,1,1,1,1,0,1,1,1,0,1,2,0,0
6,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1
4,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
0,3,0,0,0,5,2,1,4,0,0,0,0,0,0,0,0
3,0,0,2,0,0,1,0,0,0,0,0,3,1,1,0,0
0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0
2,2,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1
9,5,3,2,0,0,0,0,0,1,0,1,0,1,0,0,0
1,1,1,3,0,2,1,0,0,2,1,0,0,0,1,0,0
0,7,1,6,0,1,0,0,4,0,0,1,0,1,0,0,0
1,1,0,1,0,1,4,0,2,0,0,0,0,0,0,0,0
1,1,0,0,1,2,0,0,0,0,0,1,0,0,5,0,0
4,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
9,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0
6,1,1,0,4,0,2,0,5,0,0,0,0,0,0,0,1
6,2,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0
6,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
12,17,3,0,4,2,2,3,0,4,4,2,0,2,5,0,3
5,1,0,0,1,0,0,0,5,0,1,0,0,0,0,0,1
0,2,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0
3,2,0,3,0,0,0,1,0,0,0,0,0,4,0,0,0
4,0,4,0,0,0,0,0,0,0,1,1,0,0,1,0,0
10,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,1
1,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0
6,1,0,2,1,0,2,0,0,1,0,1,0,1,0,0,0
5,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
7,1,0,17,0,1,10,5,6,0,0,0,0,0,1,0,0
2,2,0,1,0,1,2,0,6,0,2,0,2,1,0,0,0
1,2,2,0,0,0,0,0,0,2,1,0,0,0,7,0,0
5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4,3,0,0,2,2,0,0,0,0,2,0,0,2,0,0,0
3,1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0
5,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
0,0,0,4,0,0,4,1,0,0,0,0,0,0,0,0,0
7,2,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0
15,1,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0
2,0,1,2,0,0,2,1,2,0,0,0,0,0,0,0,0
5,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
0,2,0,0,0,0,2,0,0,0,0,0,2,3,0,0,0
1,0,0,0,1,2,2,0,0,1,2,0,0,0,1,0,0
8,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1
1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0
2,2,0,4,0,2,3,0,0,3,0,0,0,0,0,0,0
0,1,0,3,0,0,1,0,3,1,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0
0,1,0,0,0,3,3,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,7,4,0,0,1,0,0,0,0,1,0,0
0,0,1,2,0,1,0,0,2,0,0,1,1,1,0,0,0
1,3,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0
0,1,4,1,0,0,0,0,0,0,0,1,0,4,0,0,0
1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0
4,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,0
5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
